Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year,Pens Missed,Short Pass Missed,Medium Pass Missed,Long Pass Missed,Tackles Lost,Challenges Lost,Take Ons Lost,Shots Missed Target,Shots on Target Missed Goal,Goals per 90,Assists per 90,Goals + Assists per 90,Non Pen Goals per 90,Pens Scored per 90,Pens Attempted per 90,Pens Missed per 90,Prog Carries per 90,Prog Passes per 90,Prog Passes Received per 90,Yellows per 90,Reds per 90,xG per 90,Non Pen xG per 90,xAG per 90,Non Pen xG + xA per 90,Shots per 90,Shots on Target per 90,Shots Missed Target per 90,Shots on Target Missed Goal per 90,Non Pen xG per Shot per 90,Goals minus xG per 90,Non Pen Goals minus Non Pen xG per 90,Short Pass per 90,Short Pass Attempted per 90,Short Pass Missed per 90,Medium Pass per 90,Medium Pass Attempted per 90,Medium Pass Missed per 90,Long Pass per 90,Long Pass Attempted per 90,Long Pass Missed per 90,xA per 90,Assists minus xAG per 90,Key Passes per 90,Pass into final third per 90,Pass into Pen Area per 90,Cross into Pen Area per 90,Shot Creation Actions per 90,Goal Creation Actions per 90,Tackles per 90,Tackles in Def 3rd per 90,Tackles Won per 90,Tackles Lost per 90,Dribblers Tackled per 90,Dribbles Challenged per 90,Challenges Lost per 90,Blocked Shots per 90,Blocked Passes per 90,Interceptions per 90,Clearances per 90,Errors per 90,Touches in Attacking Third per 90,Touches in Pen Area per 90,Take Ons Attempted per 90,Take Ons Won per 90,Take Ons Lost per 90,Carries per 90,Carries into Final Third per 90,Carries into Penalty Area per 90,Miscontrols per 90,Dispossessed per 90,Goals whilst on Pitch per 90,Goals Conceded whilst on Pitch per 90,xG whilst on Pitch per 90,xG Conceded whilst on Pitch per 90,Fouls Comitted per 90,Fouls Drawn per 90,Offsides per 90,Penalties Won per 90,Penalties Conceded per 90,Own Goals per 90,Recoveries per 90,Aerial Duels Won per 90,Aerial Duels Lost per 90
Caleb Kporha,Crystal Palace,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.1,0.1,-6.95,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-2025,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,27.692307692307693,27.692307692307693,0.0,0.0,13.846153846153847,13.846153846153847,6.923076923076923,6.923076923076923,0.0,0.0,0.0,0.0,0.0,6.923076923076923,6.923076923076923,0.0,0.0,13.846153846153847,13.846153846153847,6.923076923076923,6.923076923076923,13.846153846153847,13.846153846153847,0.0,0.0,0.0,0.0,6.923076923076923,0.0,34.61538461538462,0.0,0.0,0.0,0.0,27.692307692307693,6.923076923076923,0.0,0.0,13.846153846153847,0.0,6.923076923076923,0.6923076923076923,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0,6.923076923076923
Caleb Okoli,Leicester City,1125.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,32.0,2.0,4.0,0.0,0.6,0.6,0.0,0.6,4.0,2.0,0.15,0.4,0.4,243.0,266.0,273.0,301.0,36.0,65.0,0.2,0.0,0.0,21.0,1.0,0.0,4.0,0.0,25.0,8.0,14.0,11.0,18.0,14.0,10.0,15.0,79.0,3.0,35.0,10.0,0.0,0.0,468.0,6.0,0.0,10.0,2.0,0.53,15.0,26.0,11.8,27.0,0.53,-0.27,16.0,9.0,0.0,0.0,0.0,0.0,44.0,23.0,21.0,2024-2025,0.0,23.0,28.0,29.0,11.0,7.0,0.0,2.0,1.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.24,2.56,0.16,0.32,0.0,0.048,0.048,0.0,0.048,0.32,0.16,0.16,0.08,0.012,0.032,0.032,19.44,21.28,1.84,21.84,24.08,2.2399999999999998,2.88,5.2,2.32,0.016,0.0,0.0,1.6800000000000002,0.08,0.0,0.32,0.0,2.0,0.64,1.1199999999999999,0.88,0.88,1.44,0.5599999999999999,1.1199999999999999,0.8,1.2000000000000002,6.32,0.24,2.8,0.8,0.0,0.0,0.0,37.44,0.48,0.0,0.8,0.16,1.2000000000000002,2.08,0.9440000000000001,2.16,1.28,0.72,0.0,0.0,0.0,0.0,3.52,1.84,1.6800000000000002
Callum Hudson-Odoi,Nott'ham Forest,2194.0,5.0,2.0,7.0,5.0,0.0,0.0,130.0,71.0,189.0,2.0,0.0,2.5,2.5,2.7,5.2,37.0,17.0,0.07,2.5,2.5,401.0,437.0,218.0,266.0,44.0,87.0,2.6,-0.7,44.0,38.0,33.0,11.0,94.0,11.0,22.0,8.0,14.0,12.0,18.0,0.0,11.0,13.0,12.0,1.0,605.0,74.0,63.0,37.0,641.0,61.0,47.0,45.0,23.0,1.74,38.0,23.0,28.7,26.9,0.84,0.45,12.0,25.0,8.0,1.0,0.0,0.0,92.0,3.0,10.0,2024-2025,0.0,36.0,48.0,43.0,8.0,6.0,26.0,20.0,12.0,0.20510483135824975,0.0820419325432999,0.2871467639015497,0.20510483135824975,0.0,0.0,0.0,5.332725615314494,2.912488605287147,7.7529626253418416,0.0820419325432999,0.0,0.10255241567912488,0.10255241567912488,0.11075660893345489,0.21330902461257978,1.5177757520510482,0.6973564266180492,0.820419325432999,0.4922515952597995,0.002871467639015497,0.10255241567912488,0.10255241567912488,16.44940747493163,17.92616226071103,1.4767547857793983,8.942570647219691,10.911577028258888,1.969006381039198,1.804922515952598,3.568824065633546,1.7639015496809483,0.10665451230628989,-0.028714676390154965,1.804922515952598,1.5587967183226985,1.3536918869644485,0.4512306289881495,3.8559708295350954,0.4512306289881495,0.902461257976299,0.3281677301731996,0.5742935278030994,0.3281677301731996,0.4922515952597995,0.7383773928896992,0.24612579762989975,0.0,0.4512306289881495,0.5332725615314494,0.4922515952597995,0.04102096627164995,24.817684594348222,3.0355515041020964,2.584320875113947,1.5177757520510482,1.0665451230628988,26.29443938012762,2.5022789425706473,1.9279854147675477,1.8459434822242478,0.943482224247949,1.5587967183226985,0.943482224247949,1.1773017319963537,1.1034639927073837,0.4922515952597995,1.0255241567912488,0.3281677301731996,0.04102096627164995,0.0,0.0,3.773928896991796,0.12306289881494988,0.4102096627164995
Callum Wilson,Newcastle Utd,370.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,17.0,1.0,0.0,0.4,0.4,0.1,0.5,6.0,1.0,0.06,-0.4,-0.4,22.0,27.0,13.0,16.0,0.0,0.0,0.1,-0.1,3.0,2.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,38.0,19.0,7.0,1.0,47.0,4.0,5.0,16.0,12.0,1.5,4.0,7.0,4.9,6.0,-1.44,-0.83,4.0,1.0,3.0,0.0,0.0,0.0,11.0,2.0,16.0,2024-2025,0.0,5.0,3.0,0.0,0.0,2.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2162162162162162,0.972972972972973,4.135135135135135,0.24324324324324326,0.0,0.0972972972972973,0.0972972972972973,0.024324324324324326,0.12162162162162163,1.4594594594594597,0.24324324324324326,1.2162162162162162,0.24324324324324326,0.014594594594594595,-0.0972972972972973,-0.0972972972972973,5.351351351351352,6.5675675675675675,1.2162162162162162,3.1621621621621623,3.891891891891892,0.7297297297297298,0.0,0.0,0.0,0.024324324324324326,-0.024324324324324326,0.7297297297297298,0.4864864864864865,0.0,0.0,2.4324324324324325,0.0,0.4864864864864865,0.0,0.4864864864864865,0.0,0.0,0.4864864864864865,0.4864864864864865,0.0,0.4864864864864865,0.24324324324324326,0.24324324324324326,0.0,9.243243243243244,4.621621621621622,1.7027027027027029,0.24324324324324326,1.4594594594594597,11.432432432432433,0.972972972972973,1.2162162162162162,3.891891891891892,2.9189189189189193,0.972972972972973,1.7027027027027029,1.1918918918918922,1.4594594594594597,0.972972972972973,0.24324324324324326,0.7297297297297298,0.0,0.0,0.0,2.675675675675676,0.4864864864864865,3.891891891891892
Calvin Bassey,Fulham,3074.0,1.0,0.0,1.0,1.0,0.0,0.0,39.0,116.0,15.0,7.0,0.0,1.0,1.0,0.1,1.2,14.0,4.0,0.07,0.0,0.0,821.0,862.0,941.0,1003.0,140.0,228.0,0.4,-0.1,3.0,152.0,3.0,0.0,23.0,3.0,54.0,35.0,34.0,22.0,31.0,17.0,23.0,20.0,118.0,8.0,132.0,19.0,33.0,15.0,1571.0,20.0,5.0,34.0,8.0,1.51,49.0,47.0,44.5,38.9,0.58,1.16,26.0,32.0,2.0,0.0,0.0,0.0,168.0,43.0,33.0,2024-2025,0.0,41.0,62.0,88.0,20.0,9.0,18.0,10.0,3.0,0.029277813923227067,0.0,0.029277813923227067,0.029277813923227067,0.0,0.0,0.0,1.1418347430058555,3.3962264150943393,0.439167208848406,0.20494469746258948,0.0,0.029277813923227067,0.029277813923227067,0.002927781392322707,0.03513337670787248,0.40988939492517895,0.11711125569290827,0.29277813923227064,0.08783344176968119,0.0020494469746258947,0.0,0.0,24.03708523096942,25.237475601821732,1.2003903708523098,27.55042290175667,29.36564736499675,1.815224463240078,4.0988939492517895,6.675341574495771,2.576447625243982,0.011711125569290827,-0.002927781392322707,0.08783344176968119,4.450227716330514,0.08783344176968119,0.0,0.6733897202342225,0.08783344176968119,1.5810019518542615,1.0247234873129474,0.9954456733897201,0.5855562784645413,0.6441119063109955,0.907612231620039,0.26350032530904355,0.49772283669486006,0.6733897202342225,0.5855562784645413,3.4547820429407934,0.23422251138581654,3.864671437865973,0.5562784645413142,0.9661678594664932,0.439167208848406,0.5270006506180871,45.99544567338972,0.5855562784645413,0.14638906961613532,0.9954456733897201,0.23422251138581654,1.434612882238126,1.376057254391672,1.3028627195836044,1.1389069616135328,0.7612231620039037,0.9368900455432662,0.058555627846454135,0.0,0.0,0.0,4.9186727391021465,1.258945998698764,0.9661678594664932
Cameron Archer,Southampton,1441.0,2.0,0.0,2.0,2.0,0.0,1.0,22.0,14.0,66.0,0.0,0.0,5.7,4.9,0.5,5.4,28.0,10.0,0.18,-3.7,-2.9,131.0,151.0,54.0,59.0,5.0,9.0,0.7,-0.5,5.0,7.0,7.0,0.0,20.0,0.0,13.0,8.0,8.0,2.0,9.0,1.0,4.0,2.0,11.0,0.0,154.0,52.0,37.0,15.0,226.0,10.0,14.0,40.0,26.0,0.26,10.0,34.0,15.7,36.6,0.14,0.11,16.0,13.0,8.0,0.0,0.0,0.0,35.0,9.0,30.0,2024-2025,1.0,20.0,5.0,4.0,5.0,7.0,22.0,18.0,8.0,0.12491325468424705,0.0,0.12491325468424705,0.12491325468424705,0.0,0.062456627342123525,0.062456627342123525,1.3740458015267174,0.8743927827897293,4.122137404580153,0.0,0.0,0.3560027758501041,0.3060374739764053,0.031228313671061762,0.33726578764746706,1.7487855655794586,0.6245662734212353,1.1242192921582235,0.4996530187369882,0.011242192921582234,-0.23108952116585707,-0.18112421929215822,8.181818181818182,9.430950728660653,1.2491325468424705,3.37265787647467,3.6849410131852878,0.31228313671061764,0.31228313671061764,0.5621096460791117,0.2498265093684941,0.04371963913948646,-0.031228313671061762,0.31228313671061764,0.43719639139486466,0.43719639139486466,0.0,1.2491325468424705,0.0,0.8119361554476059,0.4996530187369882,0.4996530187369882,0.31228313671061764,0.12491325468424705,0.5621096460791117,0.43719639139486466,0.062456627342123525,0.2498265093684941,0.12491325468424705,0.6870229007633587,0.0,9.618320610687023,3.2477446217904236,2.3108952116585706,0.936849410131853,1.3740458015267174,14.115197779319915,0.6245662734212353,0.8743927827897293,2.498265093684941,1.6238723108952118,0.6245662734212353,2.1235253296322,0.9805690492713393,2.285912560721721,0.9993060374739764,0.8119361554476059,0.4996530187369882,0.0,0.0,0.0,2.1859819569743237,0.5621096460791117,1.873698820263706
Cameron Burgess,Ipswich Town,1541.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,42.0,4.0,0.0,0.0,1.1,1.1,0.5,1.6,10.0,2.0,0.11,-1.1,-1.1,259.0,285.0,295.0,340.0,64.0,127.0,0.4,1.5,7.0,47.0,4.0,0.0,14.0,3.0,17.0,14.0,12.0,9.0,11.0,15.0,5.0,14.0,128.0,3.0,48.0,24.0,0.0,0.0,430.0,4.0,0.0,3.0,0.0,0.72,19.0,37.0,16.2,33.9,0.29,-0.05,6.0,4.0,1.0,0.0,0.0,0.0,44.0,44.0,22.0,2024-2025,0.0,26.0,45.0,63.0,5.0,2.0,0.0,8.0,2.0,0.0,0.11680726800778714,0.11680726800778714,0.0,0.0,0.0,0.0,0.11680726800778714,2.45295262816353,0.23361453601557428,0.0,0.0,0.06424399740428294,0.06424399740428294,0.029201817001946784,0.09344581440622973,0.5840363400389358,0.11680726800778714,0.46722907203114855,0.11680726800778714,0.006424399740428293,-0.06424399740428294,-0.06424399740428294,15.126541207008437,16.64503569110967,1.5184944841012329,17.229072031148604,19.857235561323815,2.628163530175211,3.7378325762491884,7.417261518494484,3.6794289422452953,0.023361453601557433,0.08760545100584037,0.4088254380272551,2.744970798182998,0.23361453601557428,0.0,0.8176508760545101,0.17521090201168074,0.9928617780661908,0.8176508760545101,0.700843608046723,0.2920181700194679,0.5256327060350422,0.6424399740428294,0.11680726800778714,0.8760545100584036,0.2920181700194679,0.8176508760545101,7.475665152498377,0.17521090201168074,2.803374432186892,1.401687216093446,0.0,0.0,0.0,25.113562621674237,0.23361453601557428,0.0,0.17521090201168074,0.0,1.109669046073978,2.1609344581440624,0.9461388708630759,1.9798831927319922,0.3504218040233615,0.23361453601557428,0.05840363400389357,0.0,0.0,0.0,2.5697598961713175,2.5697598961713175,1.2848799480856588
Caoimhín Kelleher,Liverpool,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.0,99.0,147.0,147.0,43.0,135.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,290.0,0.0,0.0,1.0,0.0,2.3,22.0,12.0,19.8,11.1,-0.25,-0.37,0.0,3.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2024-2025,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.9,9.9,0.0,14.7,14.7,0.0,4.3,13.5,9.200000000000001,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,29.000000000000004,0.0,0.0,0.1,0.0,2.2,1.2000000000000002,1.9800000000000002,1.11,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,1.8,0.1,0.0
Carlos Alcaraz,Southampton,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.1,0.1,0.1,0.2,26.0,11.0,0.07,0.3,0.3,96.0,112.0,95.0,107.0,24.0,37.0,0.7,1.4,13.0,20.0,18.0,3.0,33.0,6.0,11.0,5.0,5.0,3.0,11.0,2.0,7.0,5.0,10.0,0.0,156.0,19.0,18.0,9.0,211.0,21.0,2.0,14.0,13.0,1.47,12.0,9.0,8.2,11.0,0.52,-0.28,13.0,12.0,1.0,0.0,0.0,0.0,37.0,14.0,8.0,2024-2025,0.0,16.0,12.0,13.0,6.0,8.0,9.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,54.0,9.0,0.0,0.0,0.9,0.9,0.9,1.8,234.0,99.00000000000001,135.0,99.00000000000001,0.6300000000000001,2.6999999999999997,2.6999999999999997,864.0,1007.9999999999999,144.0,855.0,962.9999999999999,108.0,216.0,333.0,117.0,6.299999999999999,12.599999999999998,117.0,180.0,162.0,27.0,297.0,54.0,99.00000000000001,45.0,45.0,54.0,27.0,99.00000000000001,72.0,18.0,62.99999999999999,45.0,90.0,0.0,1404.0,171.0,162.0,81.0,81.0,1899.0000000000002,189.0,18.0,125.99999999999999,117.0,108.0,81.0,73.8,99.00000000000001,117.0,108.0,9.0,0.0,0.0,0.0,333.0,125.99999999999999,72.0
Carlos Baleba,Brighton,2661.0,3.0,1.0,4.0,3.0,0.0,0.0,43.0,118.0,29.0,8.0,0.0,3.1,3.1,1.3,4.4,44.0,11.0,0.07,-0.1,-0.1,544.0,591.0,487.0,528.0,94.0,148.0,1.2,-0.3,21.0,109.0,23.0,3.0,66.0,4.0,79.0,26.0,46.0,48.0,80.0,11.0,36.0,46.0,44.0,1.0,339.0,12.0,57.0,33.0,971.0,45.0,3.0,39.0,42.0,1.68,55.0,39.0,47.0,39.6,1.61,0.64,40.0,48.0,0.0,0.0,2.0,0.0,197.0,39.0,26.0,2024-2025,0.0,47.0,41.0,54.0,33.0,32.0,24.0,33.0,8.0,0.10146561443066515,0.033821871476888386,0.13528748590755355,0.10146561443066515,0.0,0.0,0.0,1.4543404735062007,3.9909808342728295,0.9808342728297632,0.2705749718151071,0.0,0.10484780157835401,0.10484780157835401,0.043968432919954906,0.1488162344983089,1.488162344983089,0.37204058624577224,1.1161217587373167,0.2705749718151071,0.0023675310033821873,-0.003382187147688839,-0.003382187147688839,18.399098083427283,19.988726042841037,1.5896279594137541,16.471251409244644,17.857948139797067,1.3866967305524238,3.1792559188275082,5.005636978579481,1.826381059751973,0.040586245772266064,-0.010146561443066516,0.7102593010146561,3.6865839909808344,0.7779030439684329,0.10146561443066515,2.2322435174746333,0.13528748590755355,2.6719278466741825,0.8793686583990981,1.5558060879368658,1.1161217587373167,1.6234498308906424,2.705749718151071,1.0822998872604284,0.37204058624577224,1.2175873731679818,1.5558060879368658,1.488162344983089,0.033821871476888386,11.465614430665164,0.4058624577226606,1.927846674182638,1.1161217587373167,0.8117249154453212,32.84103720405862,1.5219842164599773,0.10146561443066515,1.319052987598647,1.4205186020293121,1.8602029312288613,1.319052987598647,1.5896279594137541,1.3393461104847801,1.3528748590755355,1.6234498308906424,0.0,0.0,0.06764374295377677,0.0,6.662908680947012,1.319052987598647,0.8793686583990981
Carlos Forbs,Wolves,239.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,28.0,2.0,0.0,0.1,0.1,0.0,0.2,2.0,0.0,0.07,-0.1,-0.1,39.0,51.0,19.0,26.0,1.0,5.0,0.1,0.0,1.0,2.0,3.0,1.0,5.0,1.0,8.0,5.0,5.0,4.0,6.0,0.0,3.0,1.0,2.0,1.0,60.0,13.0,12.0,7.0,75.0,3.0,8.0,7.0,4.0,0.8,7.0,9.0,3.2,8.4,-0.39,-1.71,2.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,2024-2025,0.0,12.0,7.0,4.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7656903765690375,3.01255230125523,10.543933054393305,0.7531380753138075,0.0,0.03765690376569038,0.03765690376569038,0.0,0.07531380753138076,0.7531380753138075,0.0,0.7531380753138075,0.0,0.026359832635983266,-0.03765690376569038,-0.03765690376569038,14.686192468619248,19.205020920502093,4.518828451882845,7.154811715481172,9.790794979079498,2.6359832635983262,0.37656903765690375,1.8828451882845187,1.506276150627615,0.03765690376569038,0.0,0.37656903765690375,0.7531380753138075,1.1297071129707112,0.37656903765690375,1.8828451882845187,0.37656903765690375,3.01255230125523,1.8828451882845187,1.8828451882845187,1.1297071129707112,1.506276150627615,2.2594142259414225,0.7531380753138075,0.0,1.1297071129707112,0.37656903765690375,0.7531380753138075,0.37656903765690375,22.594142259414227,4.895397489539749,4.518828451882845,2.6359832635983262,1.8828451882845187,28.24267782426778,1.1297071129707112,3.01255230125523,2.6359832635983262,1.506276150627615,2.6359832635983262,3.389121338912134,1.205020920502092,3.1631799163179917,0.7531380753138075,0.37656903765690375,0.0,0.0,0.0,0.0,4.142259414225942,0.37656903765690375,1.1297071129707112
Carlos Soler,West Ham,1409.0,1.0,1.0,2.0,1.0,0.0,0.0,17.0,56.0,37.0,6.0,0.0,1.8,1.8,1.4,3.2,25.0,8.0,0.07,-0.8,-0.8,308.0,326.0,212.0,246.0,32.0,59.0,1.9,-0.4,18.0,43.0,13.0,0.0,51.0,2.0,16.0,9.0,11.0,7.0,23.0,6.0,13.0,8.0,21.0,2.0,210.0,26.0,18.0,8.0,367.0,17.0,4.0,14.0,14.0,1.16,16.0,25.0,16.8,28.2,-0.26,-0.67,26.0,19.0,0.0,0.0,0.0,0.0,64.0,10.0,12.0,2024-2025,0.0,18.0,34.0,27.0,5.0,16.0,10.0,17.0,7.0,0.063875088715401,0.063875088715401,0.127750177430802,0.063875088715401,0.0,0.0,0.0,1.085876508161817,3.5770049680624556,2.363378282469837,0.38325053229240597,0.0,0.11497515968772179,0.11497515968772179,0.08942512420156139,0.2044002838892832,1.5968772178850248,0.511000709723208,1.085876508161817,0.44712562100780695,0.00447125621007807,-0.0511000709723208,-0.0511000709723208,19.673527324343507,20.823278921220727,1.1497515968772178,13.54151880766501,15.713271823988645,2.171753016323634,2.044002838892832,3.7686302342086586,1.7246273953158269,0.12136266855926188,-0.0255500354861604,1.1497515968772178,2.7466288147622424,0.830376153300213,0.0,3.257629524485451,0.127750177430802,1.022001419446416,0.5748757984386089,0.7026259758694109,0.3193754435770049,0.44712562100780695,1.469127040454223,1.022001419446416,0.38325053229240597,0.830376153300213,0.511000709723208,1.3413768630234209,0.127750177430802,13.413768630234209,1.660752306600426,1.1497515968772178,0.511000709723208,0.6387508871540098,23.442157558552168,1.085876508161817,0.255500354861604,0.8942512420156139,0.8942512420156139,1.022001419446416,1.5968772178850248,1.0731014904187368,1.801277501774308,1.660752306600426,1.213626685592619,0.0,0.0,0.0,0.0,4.088005677785664,0.6387508871540098,0.7665010645848119
Carlos Vinícius,Fulham,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,1.33,1.0,1.0,0.7,0.1,0.0,3.34,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,16.875,0.0,0.0,0.0,0.0,0.0,0.0,5.625,5.625,0.0,5.625,0.225,0.0,0.0,5.625,11.25,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,5.625,5.625,0.0,5.625,0.0,0.0,0.0,16.875,11.25,5.625,5.625,0.0,39.375,0.0,5.625,5.625,0.0,5.625,5.625,3.9374999999999996,0.5625,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casemiro,Manchester Utd,1494.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,84.0,28.0,5.0,0.0,1.9,1.9,2.3,4.2,32.0,10.0,0.06,-0.9,-0.9,369.0,425.0,313.0,374.0,69.0,113.0,2.0,-2.3,22.0,81.0,23.0,6.0,53.0,4.0,83.0,50.0,50.0,45.0,74.0,10.0,29.0,14.0,51.0,3.0,251.0,43.0,6.0,3.0,660.0,10.0,0.0,12.0,10.0,1.29,18.0,20.0,22.9,23.0,0.25,0.04,20.0,19.0,4.0,0.0,0.0,0.0,103.0,36.0,19.0,2024-2025,0.0,56.0,61.0,44.0,33.0,29.0,3.0,22.0,9.0,0.060240963855421686,0.0,0.060240963855421686,0.060240963855421686,0.0,0.0,0.0,0.24096385542168675,5.0602409638554215,1.6867469879518073,0.3012048192771084,0.0,0.11445783132530121,0.11445783132530121,0.13855421686746988,0.2530120481927711,1.927710843373494,0.6024096385542168,1.325301204819277,0.5421686746987953,0.0036144578313253013,-0.054216867469879526,-0.054216867469879526,22.2289156626506,25.602409638554214,3.3734939759036147,18.855421686746986,22.53012048192771,3.674698795180723,4.156626506024097,6.80722891566265,2.650602409638554,0.12048192771084337,-0.13855421686746988,1.325301204819277,4.879518072289157,1.385542168674699,0.36144578313253006,3.192771084337349,0.24096385542168675,5.0,3.0120481927710845,3.0120481927710845,1.9879518072289157,2.710843373493976,4.457831325301204,1.7469879518072289,0.6024096385542168,1.7469879518072289,0.8433734939759037,3.072289156626506,0.18072289156626503,15.120481927710845,2.5903614457831328,0.36144578313253006,0.18072289156626503,0.18072289156626503,39.75903614457831,0.6024096385542168,0.0,0.7228915662650601,0.6024096385542168,1.0843373493975905,1.2048192771084336,1.3795180722891565,1.385542168674699,1.2048192771084336,1.144578313253012,0.24096385542168675,0.0,0.0,0.0,6.204819277108434,2.168674698795181,1.144578313253012
