Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year
Gabriel Jesus,Arsenal,608.0,3.0,0.0,3.0,3.0,0.0,0.0,15.0,19.0,57.0,4.0,0.0,3.0,3.0,0.7,3.7,20.0,7.0,0.15,0.0,0.0,103.0,128.0,41.0,47.0,4.0,6.0,0.5,-0.7,8.0,10.0,9.0,1.0,18.0,4.0,10.0,4.0,6.0,4.0,9.0,1.0,9.0,4.0,8.0,0.0,165.0,48.0,22.0,9.0,179.0,6.0,11.0,13.0,13.0,1.94,15.0,5.0,11.4,5.7,0.68,0.21,14.0,10.0,9.0,0.0,0.0,0.0,28.0,9.0,18.0,2024-2025
Gabriel Magalhães,Arsenal,2363.0,3.0,1.0,4.0,3.0,0.0,0.0,10.0,126.0,11.0,4.0,0.0,2.6,2.6,0.9,3.5,22.0,5.0,0.12,0.4,0.4,598.0,617.0,782.0,830.0,83.0,154.0,1.2,0.1,13.0,145.0,8.0,0.0,35.0,6.0,25.0,12.0,15.0,12.0,16.0,29.0,13.0,16.0,93.0,2.0,225.0,40.0,5.0,4.0,1116.0,22.0,0.0,9.0,2.0,2.04,50.0,22.0,40.3,23.1,0.47,-0.05,19.0,19.0,0.0,1.0,0.0,0.0,63.0,53.0,37.0,2024-2025
Gabriel Martinelli,Arsenal,2290.0,8.0,4.0,12.0,8.0,0.0,0.0,124.0,52.0,289.0,1.0,0.0,7.4,7.4,5.0,12.4,55.0,24.0,0.14,0.6,0.6,324.0,385.0,135.0,193.0,26.0,52.0,4.7,-1.0,40.0,11.0,37.0,15.0,74.0,7.0,23.0,9.0,15.0,7.0,23.0,0.0,15.0,5.0,19.0,0.0,660.0,182.0,109.0,33.0,670.0,33.0,64.0,50.0,38.0,1.94,45.0,25.0,38.5,25.9,-0.41,-0.54,16.0,21.0,8.0,0.0,0.0,0.0,78.0,17.0,39.0,2024-2025
George Edmundson,Ipswich Town,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
George Hirst,Ipswich Town,661.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,13.0,31.0,3.0,0.0,2.1,2.1,0.3,2.5,14.0,7.0,0.15,0.9,0.9,49.0,72.0,13.0,26.0,1.0,3.0,0.3,0.7,4.0,1.0,4.0,0.0,9.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,0.0,2.0,10.0,0.0,101.0,28.0,6.0,2.0,101.0,2.0,7.0,21.0,16.0,0.5,10.0,16.0,7.1,15.0,0.49,-0.08,13.0,12.0,3.0,0.0,0.0,0.0,12.0,32.0,23.0,2024-2025
Georginio Rutter,Brighton,1656.0,5.0,3.0,8.0,5.0,0.0,0.0,42.0,67.0,79.0,2.0,0.0,4.6,4.6,2.5,7.1,50.0,12.0,0.09,0.4,0.4,144.0,187.0,74.0,111.0,10.0,16.0,1.7,0.5,19.0,30.0,16.0,1.0,64.0,8.0,39.0,13.0,15.0,14.0,36.0,3.0,17.0,10.0,13.0,2.0,326.0,79.0,71.0,27.0,361.0,36.0,16.0,45.0,37.0,1.57,32.0,29.0,27.1,27.3,-0.04,-0.24,34.0,45.0,7.0,0.0,1.0,0.0,66.0,25.0,46.0,2024-2025
Gonçalo Guedes,Wolves,995.0,2.0,4.0,6.0,2.0,0.0,0.0,41.0,40.0,79.0,1.0,0.0,3.2,3.2,1.3,4.5,27.0,8.0,0.12,-1.2,-1.2,137.0,158.0,97.0,128.0,17.0,35.0,0.9,2.7,14.0,18.0,17.0,5.0,30.0,8.0,16.0,2.0,5.0,4.0,16.0,0.0,11.0,5.0,4.0,0.0,250.0,40.0,28.0,9.0,304.0,27.0,8.0,38.0,18.0,0.93,16.0,25.0,13.2,18.9,-0.59,-0.19,15.0,17.0,3.0,0.0,0.0,0.0,36.0,5.0,13.0,2024-2025
Guglielmo Vicario,Tottenham,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,237.0,239.0,431.0,446.0,89.0,180.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,6.0,0.0,0.0,1.0,1.0,661.0,0.0,0.0,0.0,0.0,1.25,43.0,37.0,41.8,33.2,0.75,1.29,0.0,2.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,2024-2025
Guido Rodríguez,West Ham,1149.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,33.0,7.0,6.0,0.0,0.2,0.2,0.2,0.4,8.0,1.0,0.03,-0.2,-0.2,239.0,272.0,195.0,215.0,38.0,59.0,0.2,0.8,4.0,37.0,1.0,0.0,12.0,1.0,36.0,21.0,19.0,17.0,33.0,9.0,14.0,13.0,35.0,1.0,64.0,5.0,6.0,3.0,327.0,5.0,2.0,4.0,7.0,1.43,19.0,19.0,17.5,20.6,0.63,0.13,18.0,12.0,2.0,0.0,0.0,0.0,53.0,11.0,7.0,2024-2025
Gustavo Nunes,Brentford,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.33,0.0,2.0,0.1,0.3,-15.29,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Hamza Choudhury,Leicester City,131.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,,0.0,0.0,47.0,50.0,23.0,29.0,2.0,4.0,0.2,-0.4,2.0,10.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,0.0,20.0,3.0,4.0,3.0,63.0,2.0,2.0,1.0,0.0,0.25,0.0,5.0,0.9,5.3,-2.29,-2.01,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Harrison Armstrong,Everton,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,0.0,0.37,-0.4,-0.4,3.0,4.0,2.0,5.0,2.0,4.0,0.0,-0.1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,1.0,15.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.7,0.4,-1.85,0.57,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2024-2025
Harrison Reed,Fulham,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,0.0,0.2,0.2,0.1,0.3,3.0,2.0,0.08,-0.2,-0.2,21.0,24.0,13.0,17.0,2.0,5.0,0.1,-0.1,1.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,40.0,5.0,2.0,0.0,31.0,1.0,0.0,2.0,2.0,1.75,1.0,3.0,1.3,4.6,-1.72,-3.1,6.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,2024-2025
Harry Amass,Manchester Utd,346.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,23.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,0.0,0.02,-0.1,-0.1,97.0,105.0,44.0,56.0,3.0,11.0,0.1,0.0,1.0,5.0,0.0,0.0,8.0,0.0,6.0,5.0,2.0,2.0,8.0,1.0,10.0,2.0,11.0,0.0,84.0,5.0,8.0,3.0,132.0,6.0,2.0,18.0,5.0,0.6,5.0,9.0,5.4,6.3,-0.86,-0.23,2.0,4.0,1.0,0.0,0.0,0.0,26.0,7.0,6.0,2024-2025
Harry Clarke,Ipswich Town,379.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,2.0,3.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.08,-0.1,-0.1,87.0,95.0,77.0,88.0,23.0,40.0,0.1,0.0,1.0,21.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,3.0,6.0,4.0,1.0,4.0,14.0,3.0,47.0,2.0,2.0,1.0,118.0,7.0,0.0,4.0,2.0,0.43,4.0,9.0,4.3,9.1,0.03,-0.14,5.0,1.0,0.0,0.0,1.0,0.0,17.0,10.0,4.0,2024-2025
Harry Howell,Brighton,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.8,0.0,12.7,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Harry Maguire,Manchester Utd,1758.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,51.0,7.0,7.0,0.0,1.8,1.8,0.6,2.4,15.0,6.0,0.12,-0.8,-0.8,354.0,392.0,517.0,568.0,80.0,139.0,0.3,-0.6,9.0,48.0,4.0,0.0,20.0,0.0,30.0,23.0,15.0,17.0,23.0,12.0,3.0,40.0,78.0,1.0,76.0,44.0,5.0,2.0,782.0,9.0,3.0,10.0,2.0,1.07,20.0,27.0,26.4,26.6,-0.2,0.05,18.0,11.0,2.0,0.0,0.0,0.0,68.0,64.0,25.0,2024-2025
Harry Toffolo,Nott'ham Forest,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.0,0.0,30.0,32.0,15.0,24.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,0.0,2.0,12.0,0.0,34.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.5,2.0,2.0,1.3,2.9,-0.33,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2024-2025
Harry Wilson,Fulham,1162.0,6.0,1.0,7.0,6.0,0.0,0.0,22.0,51.0,96.0,2.0,0.0,4.2,4.2,1.1,5.3,43.0,17.0,0.1,1.8,1.8,171.0,200.0,121.0,156.0,29.0,71.0,1.2,-0.1,20.0,26.0,15.0,1.0,44.0,3.0,20.0,13.0,14.0,12.0,18.0,1.0,14.0,7.0,10.0,1.0,324.0,63.0,24.0,9.0,342.0,18.0,11.0,19.0,6.0,1.28,23.0,21.0,16.6,16.7,0.23,-0.09,12.0,22.0,1.0,1.0,0.0,0.0,55.0,5.0,20.0,2024-2025
Harry Winks,Leicester City,1538.0,0.0,2.0,2.0,0.0,0.0,0.0,19.0,101.0,11.0,4.0,0.0,0.2,0.2,1.2,1.5,10.0,4.0,0.02,-0.2,-0.2,471.0,511.0,362.0,397.0,44.0,76.0,1.5,0.8,17.0,110.0,7.0,5.0,39.0,3.0,24.0,12.0,11.0,13.0,30.0,7.0,12.0,9.0,20.0,0.0,151.0,1.0,12.0,3.0,696.0,13.0,0.0,13.0,8.0,0.45,17.0,34.0,16.4,28.9,0.44,0.55,9.0,13.0,0.0,0.0,0.0,0.0,106.0,8.0,6.0,2024-2025
Harvey Barnes,Newcastle Utd,1755.0,9.0,4.0,13.0,9.0,0.0,0.0,93.0,83.0,192.0,0.0,0.0,7.2,7.2,4.0,11.2,63.0,20.0,0.11,1.8,1.8,302.0,348.0,149.0,204.0,14.0,26.0,4.6,0.0,26.0,25.0,41.0,9.0,64.0,9.0,16.0,4.0,9.0,3.0,11.0,2.0,6.0,6.0,15.0,1.0,462.0,128.0,64.0,24.0,561.0,48.0,47.0,33.0,23.0,1.82,34.0,23.0,31.0,24.1,0.02,-0.27,15.0,22.0,5.0,0.0,0.0,0.0,55.0,6.0,15.0,2024-2025
Harvey Elliott,Liverpool,371.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,44.0,30.0,1.0,0.0,1.8,1.8,1.1,2.8,17.0,4.0,0.1,-0.8,-0.8,120.0,130.0,91.0,108.0,22.0,33.0,0.7,0.9,10.0,26.0,6.0,0.0,21.0,3.0,5.0,3.0,3.0,2.0,8.0,2.0,5.0,1.0,3.0,1.0,144.0,21.0,9.0,4.0,188.0,11.0,5.0,5.0,4.0,2.06,11.0,6.0,11.2,6.1,0.03,0.09,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,2.0,2024-2025
Hwang Hee-chan,Wolves,661.0,2.0,0.0,2.0,2.0,0.0,0.0,15.0,12.0,42.0,0.0,0.0,0.8,0.8,0.1,0.9,5.0,3.0,0.16,1.2,1.2,110.0,126.0,43.0,51.0,4.0,5.0,0.3,-0.1,3.0,7.0,4.0,2.0,9.0,1.0,6.0,2.0,4.0,2.0,6.0,0.0,9.0,2.0,11.0,0.0,126.0,24.0,14.0,2.0,159.0,5.0,7.0,14.0,10.0,0.86,8.0,19.0,8.5,12.7,-1.37,-0.24,6.0,9.0,0.0,0.0,0.0,0.0,28.0,3.0,9.0,2024-2025
Hákon Valdimarsson,Brentford,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,8.0,21.0,21.0,17.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,3.1,1.5,-1.54,0.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-2025
Ian Maatsen,Aston Villa,1139.0,1.0,2.0,3.0,1.0,0.0,0.0,31.0,50.0,104.0,2.0,0.0,0.9,0.9,2.7,3.6,19.0,5.0,0.05,0.1,0.1,307.0,346.0,263.0,309.0,26.0,52.0,2.4,-0.7,19.0,22.0,19.0,3.0,52.0,7.0,29.0,17.0,17.0,17.0,24.0,0.0,13.0,15.0,39.0,3.0,348.0,47.0,29.0,13.0,505.0,17.0,13.0,22.0,25.0,1.76,24.0,16.0,24.0,17.2,0.67,0.57,11.0,9.0,3.0,0.0,1.0,0.0,67.0,10.0,6.0,2024-2025
Ibrahim Sangaré,Nott'ham Forest,590.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,4.0,3.0,0.0,0.0,0.0,0.4,0.4,1.0,1.0,0.02,0.0,0.0,129.0,144.0,117.0,127.0,20.0,31.0,0.2,0.6,4.0,28.0,4.0,1.0,8.0,0.0,28.0,8.0,14.0,8.0,17.0,4.0,6.0,6.0,13.0,1.0,52.0,7.0,1.0,0.0,171.0,2.0,0.0,5.0,4.0,1.46,11.0,6.0,9.5,8.2,0.54,0.36,15.0,8.0,0.0,0.0,0.0,0.0,42.0,10.0,10.0,2024-2025
Ibrahima Konaté,Liverpool,2560.0,1.0,2.0,3.0,1.0,0.0,0.0,25.0,115.0,3.0,5.0,0.0,1.7,1.7,1.0,2.7,19.0,3.0,0.09,-0.7,-0.7,592.0,631.0,1023.0,1077.0,94.0,171.0,0.9,1.0,10.0,143.0,9.0,0.0,31.0,7.0,40.0,25.0,26.0,25.0,35.0,15.0,14.0,17.0,133.0,3.0,119.0,23.0,6.0,3.0,1290.0,15.0,0.0,8.0,2.0,2.26,59.0,28.0,58.6,26.9,-0.38,-0.14,27.0,20.0,0.0,0.0,0.0,0.0,98.0,74.0,29.0,2024-2025
Idrissa Gana Gueye,Everton,3063.0,0.0,3.0,3.0,0.0,0.0,0.0,27.0,145.0,27.0,9.0,0.0,1.1,1.1,1.7,2.8,27.0,5.0,0.04,-1.1,-1.1,607.0,667.0,499.0,552.0,104.0,144.0,2.0,1.3,19.0,154.0,10.0,3.0,60.0,4.0,133.0,61.0,80.0,58.0,99.0,9.0,39.0,48.0,36.0,1.0,336.0,21.0,39.0,18.0,861.0,27.0,4.0,32.0,38.0,1.27,37.0,39.0,37.8,39.9,-0.06,0.54,55.0,46.0,0.0,0.0,0.0,0.0,194.0,24.0,15.0,2024-2025
Igor,Brighton,961.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,1.0,4.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.05,0.0,0.0,262.0,271.0,364.0,384.0,42.0,59.0,0.3,-0.2,2.0,39.0,2.0,1.0,14.0,0.0,5.0,2.0,5.0,4.0,10.0,14.0,10.0,4.0,39.0,1.0,54.0,1.0,6.0,5.0,530.0,14.0,0.0,1.0,0.0,1.54,17.0,17.0,14.9,17.4,-0.26,-0.48,9.0,6.0,0.0,0.0,0.0,0.0,42.0,8.0,6.0,2024-2025
Iliman Ndiaye,Everton,2430.0,9.0,0.0,9.0,7.0,2.0,2.0,86.0,59.0,122.0,3.0,0.0,6.2,4.7,1.9,6.5,35.0,15.0,0.13,2.8,2.3,349.0,402.0,200.0,230.0,38.0,55.0,1.4,-1.9,18.0,42.0,14.0,5.0,65.0,8.0,53.0,20.0,28.0,22.0,49.0,5.0,25.0,20.0,24.0,1.0,464.0,83.0,143.0,68.0,621.0,44.0,32.0,55.0,44.0,1.24,32.0,24.0,28.2,29.2,1.21,0.28,24.0,52.0,5.0,0.0,0.0,0.0,172.0,6.0,19.0,2024-2025
Illia Zabarnyi,Bournemouth,3109.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,140.0,4.0,4.0,0.0,1.3,1.3,0.7,2.0,12.0,1.0,0.11,-1.3,-1.3,373.0,418.0,833.0,914.0,187.0,346.0,0.8,0.3,12.0,153.0,7.0,0.0,29.0,1.0,52.0,31.0,36.0,34.0,50.0,20.0,13.0,41.0,182.0,2.0,77.0,16.0,9.0,6.0,1282.0,21.0,0.0,14.0,3.0,1.53,53.0,41.0,57.2,42.0,0.35,0.35,20.0,7.0,0.0,0.0,0.0,0.0,157.0,77.0,44.0,2024-2025
Ismaila Sarr,Crystal Palace,2711.0,8.0,6.0,14.0,8.0,0.0,0.0,75.0,85.0,183.0,4.0,0.0,10.7,10.7,8.5,19.2,59.0,29.0,0.19,-2.7,-2.7,265.0,359.0,183.0,257.0,22.0,50.0,6.7,-2.5,44.0,28.0,42.0,9.0,110.0,12.0,22.0,10.0,10.0,8.0,25.0,8.0,19.0,9.0,40.0,0.0,511.0,135.0,61.0,17.0,607.0,47.0,28.0,70.0,43.0,1.39,42.0,39.0,50.8,37.9,0.48,0.63,14.0,56.0,11.0,1.0,0.0,0.0,113.0,37.0,52.0,2024-2025
Issa Diop,Fulham,1339.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,3.0,2.0,0.0,0.5,0.5,0.1,0.6,5.0,2.0,0.11,-0.5,-0.5,233.0,252.0,379.0,408.0,46.0,87.0,0.1,-0.1,3.0,43.0,1.0,0.0,6.0,0.0,26.0,18.0,12.0,13.0,18.0,7.0,3.0,9.0,72.0,2.0,26.0,13.0,2.0,1.0,533.0,2.0,0.0,9.0,2.0,1.52,19.0,19.0,16.1,19.6,0.0,-0.46,10.0,4.0,0.0,0.0,0.0,1.0,45.0,20.0,12.0,2024-2025
Jack Clarke,Ipswich Town,1181.0,0.0,4.0,4.0,0.0,0.0,0.0,39.0,44.0,57.0,2.0,0.0,1.2,1.2,2.3,3.5,17.0,2.0,0.07,-1.2,-1.2,151.0,173.0,131.0,153.0,16.0,31.0,1.2,1.7,28.0,27.0,9.0,0.0,50.0,5.0,32.0,11.0,20.0,17.0,34.0,0.0,9.0,7.0,29.0,2.0,215.0,38.0,50.0,25.0,311.0,21.0,12.0,25.0,22.0,0.59,14.0,31.0,13.0,26.5,-0.13,-0.04,15.0,23.0,3.0,0.0,0.0,0.0,75.0,7.0,18.0,2024-2025
Jack Grealish,Manchester City,721.0,1.0,1.0,2.0,1.0,0.0,0.0,69.0,52.0,118.0,3.0,0.0,1.1,1.1,1.8,3.0,15.0,5.0,0.08,-0.1,-0.1,247.0,265.0,115.0,131.0,18.0,26.0,1.7,-0.8,24.0,23.0,16.0,0.0,47.0,2.0,9.0,4.0,5.0,2.0,5.0,2.0,10.0,2.0,6.0,1.0,324.0,71.0,29.0,13.0,376.0,23.0,46.0,10.0,16.0,2.0,17.0,10.0,14.8,11.2,0.17,-0.11,5.0,25.0,0.0,0.0,0.0,0.0,26.0,1.0,7.0,2024-2025
Jack Harrison,Everton,2076.0,1.0,0.0,1.0,1.0,0.0,0.0,73.0,51.0,127.0,0.0,0.0,3.5,3.5,3.7,7.2,29.0,7.0,0.12,-2.5,-2.5,239.0,295.0,122.0,182.0,36.0,108.0,3.1,-3.7,33.0,28.0,25.0,11.0,57.0,4.0,32.0,12.0,22.0,15.0,46.0,2.0,16.0,10.0,35.0,2.0,463.0,69.0,75.0,24.0,524.0,36.0,17.0,52.0,41.0,1.21,20.0,27.0,23.9,31.2,-0.64,-0.51,13.0,28.0,4.0,1.0,0.0,0.0,73.0,4.0,28.0,2024-2025
Jack Hinshelwood,Brighton,1842.0,5.0,2.0,7.0,5.0,0.0,0.0,19.0,68.0,54.0,5.0,0.0,2.7,2.7,1.5,4.2,18.0,10.0,0.15,2.3,2.3,510.0,562.0,280.0,333.0,56.0,107.0,1.5,0.5,17.0,36.0,9.0,2.0,35.0,3.0,27.0,8.0,19.0,11.0,27.0,3.0,7.0,16.0,37.0,1.0,323.0,35.0,11.0,2.0,590.0,20.0,2.0,18.0,3.0,1.73,39.0,30.0,31.9,29.7,0.55,-0.01,18.0,9.0,0.0,0.0,0.0,0.0,63.0,20.0,16.0,2024-2025
Jack Stephens,Southampton,1389.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,63.0,2.0,2.0,0.0,0.6,0.6,0.2,0.7,4.0,2.0,0.14,0.4,0.4,346.0,372.0,464.0,492.0,54.0,65.0,0.3,-0.2,3.0,51.0,5.0,0.0,13.0,0.0,34.0,25.0,20.0,17.0,30.0,13.0,7.0,13.0,53.0,2.0,97.0,11.0,4.0,0.0,631.0,12.0,1.0,3.0,3.0,0.53,8.0,28.0,12.7,31.1,0.48,0.31,13.0,4.0,1.0,0.0,1.0,0.0,44.0,6.0,10.0,2024-2025
Jack Taylor,Ipswich Town,860.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,43.0,23.0,4.0,0.0,0.7,0.7,0.5,1.3,19.0,4.0,0.04,0.3,0.3,156.0,177.0,158.0,180.0,29.0,48.0,0.8,-0.5,5.0,30.0,8.0,1.0,22.0,2.0,20.0,6.0,10.0,12.0,27.0,3.0,9.0,9.0,24.0,0.0,103.0,8.0,11.0,4.0,254.0,10.0,1.0,10.0,6.0,0.5,7.0,21.0,6.9,15.5,-0.34,0.14,16.0,5.0,0.0,0.0,0.0,0.0,53.0,7.0,8.0,2024-2025
Jacob Greaves,Ipswich Town,2205.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,69.0,11.0,5.0,0.0,1.3,1.3,0.3,1.6,10.0,4.0,0.13,-0.3,-0.3,444.0,481.0,463.0,519.0,39.0,88.0,0.2,-0.3,5.0,75.0,2.0,0.0,20.0,1.0,40.0,20.0,21.0,22.0,35.0,26.0,15.0,21.0,148.0,3.0,95.0,22.0,6.0,4.0,619.0,11.0,0.0,10.0,2.0,0.4,19.0,53.0,20.1,44.2,-0.5,0.07,16.0,21.0,1.0,0.0,0.0,0.0,61.0,83.0,40.0,2024-2025
Jacob Murphy,Newcastle Utd,2360.0,8.0,12.0,20.0,8.0,0.0,0.0,79.0,83.0,231.0,4.0,0.0,5.7,5.7,8.9,14.6,43.0,15.0,0.13,2.3,2.3,411.0,484.0,218.0,320.0,43.0,109.0,6.2,3.1,42.0,58.0,41.0,15.0,82.0,15.0,28.0,10.0,19.0,20.0,44.0,0.0,31.0,13.0,35.0,1.0,622.0,92.0,69.0,35.0,733.0,40.0,27.0,32.0,37.0,1.69,54.0,31.0,48.9,27.7,1.05,1.06,11.0,15.0,3.0,1.0,0.0,0.0,98.0,5.0,16.0,2024-2025
Jacob Ramsey,Aston Villa,1623.0,1.0,3.0,4.0,1.0,0.0,0.0,61.0,68.0,114.0,4.0,0.0,1.6,1.6,2.3,3.9,19.0,4.0,0.08,-0.6,-0.6,334.0,366.0,133.0,159.0,15.0,20.0,2.2,0.7,21.0,31.0,21.0,1.0,51.0,8.0,30.0,14.0,15.0,10.0,20.0,4.0,19.0,8.0,8.0,1.0,359.0,74.0,46.0,25.0,496.0,31.0,21.0,42.0,23.0,1.79,25.0,26.0,24.7,23.9,-0.46,-0.22,13.0,28.0,5.0,1.0,0.0,0.0,83.0,7.0,13.0,2024-2025
Jaden Philogene Bidace,Aston Villa,332.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,17.0,4.0,0.0,0.5,0.5,0.3,0.8,12.0,5.0,0.17,0.0,0.0,54.0,64.0,30.0,41.0,6.0,12.0,0.2,-0.2,5.0,7.0,4.0,3.0,9.0,0.0,14.0,6.0,7.0,8.0,15.0,1.0,10.0,10.0,9.0,1.0,101.0,18.0,18.0,5.0,127.0,3.0,5.0,11.0,10.0,0.4,3.0,17.0,4.5,9.5,-1.68,0.08,8.0,10.0,1.0,0.0,0.0,0.0,23.0,5.0,3.0,2024-2025
Jadon Sancho,Chelsea,1764.0,3.0,4.0,7.0,3.0,0.0,0.0,102.0,90.0,225.0,2.0,0.0,2.2,2.2,3.7,5.8,24.0,8.0,0.09,0.8,0.8,416.0,465.0,208.0,250.0,14.0,27.0,3.1,0.3,38.0,28.0,48.0,0.0,70.0,10.0,13.0,3.0,7.0,5.0,12.0,0.0,11.0,2.0,8.0,2.0,585.0,121.0,97.0,45.0,653.0,35.0,57.0,30.0,21.0,1.84,35.0,24.0,35.6,23.5,0.02,0.16,6.0,11.0,6.0,2.0,0.0,0.0,99.0,6.0,11.0,2024-2025
